item_id;vectors
10;0.6324905|-0.28951705|-0.89512396|0.10061194|1.1197147|-0.2526021|-0.39388973|-0.15504181|0.08668593|0.4713856|-0.49336022|-0.37153605|0.24837069|-0.5294202|0.7064541|-0.43424684|-0.1354295|-0.06169498|0.14092699|0.17682764|-0.19330052|0.030229956|0.036977947|0.83195007|-0.38484675|-0.1680405|0.6305445|-0.25805217|0.06152018|0.5456325|0.3813494|-0.47288215|-0.49769184|0.12089443|-0.285191|-0.2712859|0.47570968|0.30094075|-0.06866211|-0.7155447|0.3148819|-0.5374209|-1.0555507|-0.5129964|-0.4299582|0.41326392|-0.16821036|0.5254291|-0.029537886|-0.89774495|0.21947637|0.31608748|-0.99600893|0.748551|1.3357985|0.4393747|-0.7673271|-0.1453143|-0.08122903|-0.07816029|-0.077789426|0.3135012|0.52162266|-0.22433884|-0.5032337|0.3197169|0.06712517|-0.6313493|0.24113646|-0.1299596|-0.31194615|0.66207856|0.41760874|0.80005586|-0.65976524|0.72588986|0.24312383|0.642218|0.7477734|0.37592712|0.41449624|-0.19700432|0.2246216|-0.8049259|0.65236926|0.48668212|-1.1666685|0.113563836|-0.09567825|0.76557374|-0.7217531|0.15647238|0.06406197|0.10152781|0.5957123|1.1858206|-0.5272841|0.71934724|-0.14992023|-1.3377154
11;0.15462837|-0.2774518|0.1420337|0.7662401|0.21911514|0.14661588|0.26626635|-0.011612654|-0.4095509|0.12714171|0.6750325|-0.92973566|0.30659872|-0.8720905|0.50305367|-0.55556476|0.888934|0.22618145|-0.27402115|-0.11767842|-0.2558727|-0.29016745|-0.57641906|0.589472|-1.4175869|0.20472538|0.8261019|-0.3573565|0.5074619|-0.085555725|0.7984375|-0.1374982|0.14194733|-0.8146322|-0.692384|-0.15885083|-0.27431935|0.44488102|0.19993621|-0.7179277|-0.83512336|-0.074792355|-0.7180426|0.2994833|-0.28379056|0.066485554|1.0973333|-0.07866784|0.36963245|-0.012263119|0.6817238|-0.58663744|-0.00051420927|0.63107026|-0.010477722|0.47503868|0.20665509|0.3681324|-0.57877487|0.03133075|-0.6237317|0.85244584|-0.3477732|-0.6026882|-0.5212189|1.1297154|0.6139442|-0.34565964|-0.45567834|0.3614104|-0.12222481|0.8598118|-0.41413122|0.9079218|-0.2719141|-0.011125058|-0.52730215|0.5345343|0.513224|0.123982385|-0.027913481|-0.15057531|-0.107617706|-1.5534872|0.5376677|-0.23440515|-0.71334803|-0.07207197|0.40867633|-0.9538784|-0.8970553|-0.47717702|0.47197634|-0.5412326|0.5020169|0.32755888|-0.11116937|0.35842744|0.25281447|-0.44294953
12;0.556717|-0.33138394|-0.20490235|1.0380974|1.3603392|0.61795497|-0.0780285|0.31895554|0.09930176|0.33499795|-0.3054009|-0.38601294|0.0020535886|-0.54687464|0.06266553|0.039936494|0.338239|-0.13610145|-0.07081409|-0.120115325|-0.41748232|-0.37906575|0.23884296|0.40789378|-0.83047277|0.39474747|0.64481354|-0.13072711|0.26475683|-0.2085815|0.8739377|-0.7257484|-0.11930373|0.024768412|-0.5595318|0.60254914|0.507187|0.45213795|0.74617743|-1.094646|0.78831583|0.3606931|-0.97827065|-0.122970164|-0.08855115|0.5787213|0.36801907|0.5581237|-0.59289163|-1.1653565|0.023586191|0.037792925|0.051693663|1.2070048|0.4828856|0.019817889|-0.5553069|0.2699849|-0.7377763|-0.4698947|0.26192456|0.28517878|-0.99319804|-0.72648394|-1.2199605|1.1064498|-0.5014601|-1.1038857|0.47865576|0.4328354|-0.96905583|-0.06740844|0.13455619|0.53211105|-0.56421816|0.1000836|0.2403233|0.060660362|-0.014633149|0.93229496|0.06302002|-0.6080177|0.40560704|-1.0475271|-0.6237459|-0.15604508|-0.56959105|1.0320705|0.22413561|1.0380256|-0.61968356|-0.8995105|0.3247308|-0.7374408|0.20514044|0.75399673|0.33030975|0.21781078|-0.11022627|-0.64876306
13;-0.17225876|-1.2227428|-0.14288187|0.4193936|0.3084602|0.913219|0.67866343|-0.056457877|0.32768795|0.58285266|-0.27229625|0.23289159|0.3552192|-0.64438003|0.33477688|-0.29412484|0.34640652|0.09813231|-0.39290106|-0.15933938|-0.88266957|-1.037367|0.053325266|0.12236941|-0.5379329|-0.26077622|-0.027451962|0.06373933|-0.8723087|0.020488575|0.7543051|-0.007020265|-0.39427453|0.040395677|-0.18890616|0.056356564|-0.39743352|1.1516175|0.60033727|-0.45595264|-0.3038488|-0.86620414|-1.138078|0.4593429|-0.6466475|0.08418277|0.088765725|-0.9770869|-0.23028736|0.02464211|-0.6227627|-0.0021650493|-0.24717522|0.51821905|1.067228|1.0346437|-0.0010308027|0.26936534|-0.72122824|0.025026202|-0.36215693|0.033664495|-0.41019624|-0.9265097|-1.052541|2.1897948|0.5681382|-0.51698494|0.12084837|0.24055521|-0.37386742|-0.36099488|0.038562357|0.3162428|-0.47828683|-0.6760931|-0.6783998|0.26850802|0.6156546|0.11223295|-0.46392903|-0.88097787|0.6807977|-0.71496546|1.0664312|-0.052163605|-0.7829803|0.2585944|-0.65596|0.10316661|-0.2341516|0.13147181|0.7047367|-0.66130763|-0.38198236|-0.35637265|-1.0834603|0.32527366|0.021410078|-0.26600116
14;1.2405142|-0.45580715|0.45988023|0.8187289|0.4252771|-0.46789256|-0.29493982|0.34634483|0.33493575|0.91928804|-0.40145886|-0.89968085|-0.3395192|-1.3837891|-0.12550801|-0.2709385|-0.036353678|-0.10196045|0.0054692477|0.059920162|0.44170615|-0.19380659|-0.13594353|0.970159|-0.37583122|-0.37568268|0.4814396|0.13417938|-0.12180693|0.30472228|1.2095579|-0.22858217|-0.6997263|-1.0573087|-0.6906474|0.9580892|0.6679639|0.41513553|-0.654089|-1.131663|0.05702527|-0.64498|-0.11585909|0.08092336|-0.9240743|0.30494684|-0.14999327|0.26043496|-0.23404913|-0.73830014|0.3800555|-0.2521222|-0.6221747|1.2590498|0.50046897|-0.027345896|-0.15431976|0.4101818|-0.76041234|0.09591499|0.106240705|0.43194953|0.19590752|-0.5296318|-1.1225864|0.2595523|0.5553982|0.33906743|0.4291803|-0.2999084|-1.0138129|0.34035063|0.42233187|-0.59832555|-0.37561634|-0.28337717|0.09130448|0.25141448|-0.25735477|0.54119205|-0.19557472|-1.0833213|1.042985|-1.095042|0.5488555|0.13573559|-1.2615077|0.29542977|0.11000855|0.7757568|0.13609847|-0.7548545|-0.20562074|-0.079753846|0.53408545|0.09313476|0.019269824|-0.11433157|-0.045036525|-0.9580197
15;-0.012979031|0.23022652|0.009260505|0.22644287|0.4504938|0.5378349|0.41728932|0.5330198|-0.9163027|0.3916222|0.14487222|-0.50658256|0.15745696|-0.36572683|0.7673743|-0.3091426|0.14754125|0.25374|-0.09826711|-0.4210376|-0.5529393|-0.52928257|-0.28566837|-0.09597725|-0.32561952|-0.5417703|0.4069763|0.43441066|0.17939852|0.011181563|0.90256494|-0.5583191|-0.35641983|-0.5474698|-1.2122931|0.6238656|0.25539243|0.36903962|0.62216926|-0.19620895|0.691671|0.18173033|-0.85621876|-0.2898908|-0.14378716|0.18064784|-0.047192365|-0.29728228|-0.52601486|-0.74289113|-0.26184767|0.12918955|0.51715213|0.23403057|0.6385788|0.33100998|-0.41644847|0.60612124|-0.79515624|0.19735044|0.035530448|0.4327833|-0.005444929|-0.35446924|-0.72853285|1.3015633|-0.37863296|0.08432943|0.73855376|0.71474403|-0.124177694|0.22191435|0.06616899|0.20896384|-0.35724032|-0.112611994|-0.24336094|0.37992272|0.78789115|0.059435576|-0.7251209|0.0067389607|0.098019786|-0.7503968|0.034334242|0.12157287|-0.68580467|0.89518404|0.261259|0.48444998|-0.20152074|-0.40804103|0.6849379|-0.5995338|-0.07019165|0.30559412|-0.5285984|0.7159147|0.6658968|0.6346759
16;0.8341379|-0.3705669|-0.2242538|0.68122673|0.6259727|0.2405317|0.39168203|-0.03101781|0.23316595|0.20524886|-0.12920894|-0.26760775|-0.14681432|-0.50093675|0.36119303|-0.38309163|-0.4102131|0.12579265|0.37885815|-0.090304226|0.3800185|-0.5186872|0.063002914|0.48143917|-0.30501235|-0.030747965|0.54041475|0.004789725|-0.17813006|-0.6507368|0.49835622|-0.3154097|-0.15763484|-0.31803995|-0.53425896|0.068055555|0.5797099|0.8149867|0.010914154|-0.37939376|0.39753565|-0.03400871|-1.3751869|-0.49004197|-0.63179827|-0.040385187|-0.33981553|-0.15943642|-0.046524465|-0.73056114|0.2574431|-0.3837734|-0.80061054|0.61899936|0.36874783|0.38626677|-0.49926016|0.62520164|-0.0058234334|0.2514328|0.096041396|0.24761464|-0.76051414|-0.40442118|-0.83562064|1.002605|0.17484291|-0.561522|0.8535137|0.62831825|-0.052167565|0.6256399|0.32678762|0.011574358|-0.37671167|0.5547169|-0.5007029|0.5177604|0.4844986|-0.021656007|0.12864566|-0.36588135|0.967497|-0.51506454|0.6650996|0.18836702|-0.63611305|0.040762722|0.2806496|0.28917867|-0.9686831|-0.5275125|-0.047542647|-0.71706843|0.32957977|0.06593603|-0.20724088|-0.29384723|0.6993691|-0.49629527
17;0.15101562|-0.7567744|-0.1551292|0.40366396|0.8211411|-0.4240252|0.2684148|0.45732123|0.15941879|1.192398|0.1252728|0.07104018|-0.090568215|-0.593132|-0.047114|0.0424195|0.41384375|0.6212045|-0.20641188|0.13854253|0.05360964|-0.41476795|-0.42620602|0.94457185|-1.0469077|-0.0698981|0.46483552|-0.47125396|-0.036796518|0.33356592|0.47703546|-0.20524271|-0.05197499|-0.7813246|-0.77109104|0.0015528202|0.8465428|0.19011872|0.21525502|-0.55803823|0.3757384|-0.587885|-0.50875163|-0.27485585|-0.119334534|0.7333935|0.5533344|-0.47123003|-0.32251954|-0.86529195|-0.03956604|0.208426|-0.58270705|0.15957674|0.6027903|0.78779626|-0.17782743|-0.21349353|-0.7669246|-0.23607358|0.3781652|0.52084553|0.15978195|-0.31047872|-0.43975562|0.26017982|-0.0050031543|-0.74892986|0.46274734|0.20583612|-0.49080768|0.7918907|0.28932676|0.52745324|-0.11584929|0.5993248|-0.27020693|0.27884603|0.16306916|0.5635171|-0.052768566|-0.039659888|0.35425842|-0.14408088|0.16118827|-0.20777951|-0.73422664|0.29362825|0.24707466|0.79325056|-0.856845|-0.42166835|-0.40237427|-0.87711763|0.009078413|1.1806253|-0.40803403|0.6811055|0.15742667|-0.4069076
18;-0.23241699|-0.59123015|-0.27471036|0.67118|0.63234663|-0.6337527|0.52282506|0.4979226|-1.1101243|0.48668355|0.47946143|-0.78881633|0.3168643|-0.43610704|0.26958096|0.42392772|0.10051724|0.22212078|0.70078826|-0.18607345|-0.6083559|0.33831355|0.70815796|1.6071577|-0.36657998|-0.5856754|0.627486|-0.574911|0.36963248|-0.4880897|0.70271325|-0.973347|-0.29399788|-0.73605025|-0.56028575|0.080990985|0.84640324|-0.260345|0.5125686|-0.30018616|0.39208603|0.11227718|-1.3314673|0.5435383|-0.23037246|-0.054602504|-0.09643918|0.40452632|-0.8958937|-1.5765164|-1.012597|0.09616725|-0.030049704|0.78019977|0.3583384|0.5473888|-1.0820849|-0.04734104|0.18333507|-0.41396177|-0.469603|0.8719455|-0.7481098|0.20521083|-0.6487723|1.367938|-0.2745359|0.079072654|-0.16797322|-0.005965546|-0.41086867|1.0293264|0.3891616|0.592577|-0.25073045|1.0068718|-0.7122357|-0.030867577|0.70729613|0.27108535|0.2091681|-0.3011604|0.6718257|-0.68273807|0.4359073|0.002947189|-0.61680245|-0.05266124|0.42563385|0.5137352|-0.6791127|-0.057185024|0.18703407|-0.6629279|0.35631925|0.60262173|0.5698225|0.06074071|0.27468318|-0.6488659
19;-0.3628674|-0.18623176|0.059797347|0.6333381|0.34390563|0.7864584|0.051511087|0.16468789|0.66888285|0.41723293|0.4376695|0.3482302|0.5005795|-0.97994|-0.09389879|0.17656332|0.46843183|0.98444045|-0.11749436|-0.748518|-0.6022465|-0.59678686|-0.46585685|0.49957678|-0.27830312|-0.47276583|0.12917718|-0.17769858|0.6352169|-0.096633665|1.1679597|0.34670913|0.39393055|-0.76853484|-0.50796014|0.1107392|0.6018895|0.54983383|0.66000414|-0.14864606|0.5831136|0.31239682|-0.32183304|-0.010911062|-0.26748335|0.41162464|0.465783|-0.7384709|-0.29948777|-0.5357443|0.13427657|0.44017524|0.5326237|-0.17060441|0.82998824|0.974061|-0.3113413|-0.2168343|-0.8829973|0.1250239|0.003922738|0.96535826|-0.2148234|-0.5779067|-0.7585136|0.8536904|0.6582717|-0.7293829|0.044181675|-0.46912944|-0.3886175|0.28361392|0.9134897|0.30361128|0.30347303|0.26336846|0.51368535|0.74268353|0.543267|0.37774408|-0.6506259|-0.63420504|-0.17212263|0.057504714|0.17231876|0.07001542|-0.6212764|0.72739935|0.22984582|1.0676025|-0.49126434|-0.7465685|0.395261|-0.59821606|0.8339987|0.0036917329|-0.7063471|0.97937834|0.08010808|-0.7587857
20;0.7038663|-0.38832358|-0.80983484|0.33696988|0.42888528|-0.7036425|0.45760643|0.43720973|-0.31438923|0.18037206|-0.47575307|-0.88023806|0.32626802|-1.1705937|-0.03820935|0.46687505|-0.15067291|0.7765343|0.31492764|-0.3685453|-0.36618054|0.024294078|-0.7317833|0.7215807|-0.5606544|0.35854417|0.25582886|-0.064848706|0.6517259|-0.6318136|0.41569456|-0.057991073|0.21364215|-0.59272337|-0.058267057|0.47300017|0.4608038|0.8248366|-0.037045255|-0.408866|-0.12805186|-0.037409797|-0.9954355|0.33112383|-0.55621445|0.43184376|0.7523432|-0.3662036|-0.7899961|-0.3941588|-0.5407249|-0.41138563|-0.8903009|0.4659785|0.0069355965|0.22609875|-0.37780946|0.08728433|-0.26689267|-0.081441425|0.27311945|0.4790959|-0.6666083|0.11783567|-0.3563102|0.77024895|0.11541788|-0.59482455|-0.15803102|0.58345586|-0.58157575|0.82229316|0.22741677|0.6718019|-0.4789254|-0.09810124|-0.9709929|0.6679487|0.30241385|0.5041308|-0.22337264|-0.51603615|0.35132912|-0.5872674|0.49219456|-0.50111496|-0.24729511|0.3763709|-0.31982702|-0.094834566|-0.30049878|-0.57326674|-0.17905432|-0.28215653|0.71790314|0.44340438|-0.3850919|0.69843966|0.12984145|0.170468
